order_id,customer_id,platform,city,category,quantity,mrp,selling_price,discount_percent,delivery_fee,promised_time,delivery_time,order_value,payment_mode,membership,coupon_used,weekend,rating,delivery_partner
10409,C1293,Blinkit,Bengaluru,Vegetables,4,1167,816.9,30,0.0,10,6,4084.5,COD,Gold,No,No,2.0,Rider C
10410,C1190,Zepto,Pune,Snacks,2,40,36.0,10,19.0,25,27,36.0,UPI,Silver,Yes,No,,Rider D
10411,C1018,Instamart,Delhi,Snacks,7,87,82.65,5,19.0,15,21,413.25,Wallet,Gold,No,No,5.0,Rider E
10412,C1208,Zepto,Pune,fruit,4,1014,912.6,10,39.0,15,23,3650.4,UPI,,No,No,1.0,Rider A
10413,C1080,Zepto,Delhi,Household,3,570,427.5,25,29.0,25,40,2992.5,Card,Gold,No,Yes,,Rider C
10414,C1166,Zepto,Mumbai,Fruits,3,84,71.4,15,0.0,25,43,142.8,COD,Gold,No,No,5.0,Rider B
10415,C1012,Instamart,Pune,Vegetables,7,276,276.0,0,59.0,10,14,1932.0,UPI,Gold,No,No,4.0,Rider D
10416,C1194,Zepto,Mumbai,Snacks,7,824,824.0,0,39.0,25,27,4120.0,UPI,None,Yes,No,3.0,Rider B
10417,C1141,Instamart,Bengaluru,Beverages,3,354,300.9,15,39.0,25,39,902.7,COD,Gold,Yes,Yes,4.0,Rider A
10418,C1155,BigBasket Now,Pune,Household,2,109,87.2,20,0.0,25,41,174.4,Wallet,Silver,Yes,No,3.0,Rider B
10419,C1077,Zepto,Pune,Fruits,2,1009,1009.0,0,49.0,10,5,4036.0,UPI,Gold,No,No,4.0,Rider C
10420,C1049,BigBasket Now,Mumbai,Beverages,1,533,479.7,10,0.0,10,23,959.4,Wallet,Gold,Yes,No,,Rider D
10421,C1010,Instamart,Delhi,Beverages,6,632,600.4,5,29.0,30,38,3002.0,UPI,Gold,No,No,2.0,Rider C
10422,C1149,Instamart,Mumbai,Vegetables,7,275,247.5,10,49.0,30,41,1237.5,Card,Silver,No,No,5.0,Rider B
10423,C1007,Blinkit,Mumbai,Household,3,316,252.8,20,29.0,15,27,1264.0,Card,Silver,No,Yes,,Rider A
10424,C1243,BigBasket Now,Chennai,Vegetables,7,655,491.25,25,,10,10,3438.75,Card,Silver,No,No,,Rider E
10425,C1199,Zepto,Hyderabad,Household,6,858,686.4,20,49.0,25,26,5491.2,UPI,Gold,Yes,Yes,,Rider E
10426,C1235,BigBasket Now,Mumbai,Dairy,6,393,275.1,30,19.0,20,23,825.3,Card,Gold,Yes,Yes,4.0,Rider C
10427,C1282,Zepto,Mumbai,Household,5,249,199.2,20,29.0,15,14,398.4,COD,Gold,No,Yes,4.0,Rider B
10428,C1192,Blinkit,Chennai,Vegetables,7,818,695.3,15,29.0,10,19,2781.2,UPI,None,Yes,No,,Rider D
10429,C1146,Zepto,Chennai,Dairy,1,1072,1072.0,0,0.0,15,24,1072.0,Wallet,None,Yes,No,2.0,Rider E
10430,C1082,Zepto,Chennai,Personal Care,6,987,888.3,10,49.0,20,27,6218.1,Card,Silver,No,Yes,5.0,Rider C
10431,C1130,Instamart, Chennai ,Dairy,7,1078,1078.0,0,49.0,10,15,8624.0,Wallet,Silver,No,No,1.0,Rider E
10432,C1065,Zepto,Bengaluru,Vegetables,8,398,278.6,30,,10,12,1671.6,Card,Silver,No,No,1.0,Rider B
10433,C1034,BigBasket Now,Chennai,Fruits,8,158,150.1,5,59.0,25,22,1050.7,UPI,Silver,Yes,Yes,1.0,Rider E
10434,C1251,,Delhi,Fruits,1,881,836.95,5,29.0,20,24,836.95,Wallet,Gold,Yes,No,1.0,Rider A
10435,C1250,BigBasket Now,Mumbai,Household,2,232,162.4,30,49.0,10,18,1136.8,COD,Gold,No,No,4.0,Rider E
10436,C1192,Blinkit,Delhi,Fruits,7,174,147.9,15,59.0,30,41,295.8,Wallet,None,No,Yes,1.0,Rider E
10437,C1215,Instamart,Pune,Fruits,8,1001,700.7,30,19.0,20,16,4204.2,Wallet,Silver,Yes,No,,Rider E
10438,C1120,BigBasket Now,Hyderabad,Household,1,147,132.3,10,39.0,20,32,1058.4,Card,None,No,No,,Rider E
10439,C1007,Zepto,Mumbai,Personal Care,1,132,99.0,25,19.0,20,36,99.0,Card,Silver,Yes,No,2.0,Rider E
10440,C1051,Zepto,Delhi,Beverages,7,706,564.8,20,29.0,30,29,1694.4,Wallet,Gold,No,No,1.0,Rider E
10441,C1062,Zepto,Chennai,Snacks,2,594,415.8,30,29.0,25,21,2494.8,UPI,Gold,No,Yes,3.0,Rider E
10442,C1259,Zepto,Delhi,Household,2,122,97.6,20,19.0,10,19,292.8,COD,Gold,Yes,Yes,3.0,Rider A
10443,C1267,Instamart,Bengaluru,Vegetables,6,412,288.4,30,59.0,25,40,2018.8,Card,None,No,No,3.0,Rider E
10444,C1190,,Bengaluru,Personal Care,1,1151,1093.45,5,59.0,15,29,2186.9,Card,Silver,Yes,No,3.0,Rider A
10445,C1081,BigBasket Now,Chennai,Fruits,6,617,431.9,30,39.0,25,37,1295.7,Card,Gold,Yes,Yes,1.0,Rider D
10446,C1026,BigBasket Now,Pune,Snacks,2,210,199.5,5,0.0,15,24,1396.5,COD,Gold,Yes,No,,Rider C
10447,C1065,BigBasket Now,Chennai,Dairy,7,969,775.2,20,29.0,20,37,3876.0,UPI,Gold,No,No,4.0,Rider C
10448,C1194,Blinkit,,Snacks,2,424,296.8,30,49.0,25,29,2374.4,Wallet,Silver,No,No,4.0,Rider A
10449,C1221,Zepto,Chennai,Snacks,7,514,411.2,20,29.0,15,26,2878.4,UPI,None,Yes,No,,Rider B
10450,C1147,Instamart,Delhi,Household,8,670,569.5,15,29.0,30,29,4556.0,Card,Gold,No,Yes,4.0,Rider A
10451,C1191,Zepto,Delhi,Household,1,602,421.4,30,39.0,30,40,2949.8,Card,None,Yes,Yes,,Rider B
10452,C1190,BigBasket Now,Pune,Snacks,6,675,573.75,15,39.0,15,23,1147.5,Card,Gold,No,Yes,5.0,Rider D
10453,C1214,Zepto,Bengaluru,Personal Care,7,887,665.25,25,29.0,20,33,3326.25,Wallet,Silver,No,No,1.0,Rider D
10454,C1027,Zepto,Chennai,Dairy,5,1193,954.4,20,0.0,15,31,3817.6,Card,Silver,No,No,,Rider D
10455,C1033,Zepto,Pune,Vegetables,2,1131,1131.0,0,39.0,10,28,3393.0,COD,Silver,Yes,Yes,5.0,Rider C
10456,C1040,BigBasket Now,Mumbai,Fruits,7,916,870.2,5,59.0,10,6,4351.0,COD,Silver,Yes,No,2.0,Rider D
10457,C1177,Zepto,Hyderabad,Personal Care,7,411,390.45,5,49.0,25,42,780.9,Card,Silver,No,No,5.0,Rider B
10458,C1118,Instamart,Chennai,Fruits,8,245,196.0,20,59.0,20,27,1372.0,COD,Silver,No,Yes,5.0,Rider B
10459,C1244,blinkit,Pune,Snacks,2,651,618.45,5,0.0,20,32,618.45,Wallet,None,No,No,,Rider D
10460,C1018,BigBasket Now,Bengaluru,Dairy,8,1167,933.6,20,0.0,15,25,4668.0,COD,None,Yes,No,,Rider E
10461,C1094,Zepto,Mumbai,Snacks,6,461,414.9,10,0.0,30,40,829.8,COD,Silver,Yes,Yes,2.0,Rider D
10462,C1075,Blinkit,Mumbai,Dairy,7,624,624.0,0,29.0,20,33,4992.0,COD,None,No,No,,Rider A
10463,C1101,BigBasket Now,Mumbai,Dairy,1,495,445.5,10,59.0,15,20,2227.5,COD,Gold,No,Yes,2.0,Rider C
10464,C1061,Zepto,Delhi,Dairy,2,278,208.5,25,49.0,20,25,1668.0,Wallet,Silver,No,Yes,3.0,Rider D
10465,C1255,Instamart,Bengaluru,Vegetables,5,576,460.8,20,49.0,15,25,921.6,Card,Gold,Yes,Yes,2.0,Rider E
10466,C1253,Instamart,Delhi,Dairy,1,527,500.65,5,19.0,30,46,2002.6,Wallet,None,No,Yes,1.0,Rider C
10467,C1060,,Bengaluru,Beverages,3,124,124.0,0,59.0,20,26,248.0,Card,Silver,Yes,No,2.0,Rider E
10468,C1173,BigBasket Now,,Household,6,724,615.4,15,0.0,10,20,4923.2,Wallet,Gold,Yes,Yes,,Rider D
10469,C1076,Blinkit,Bengaluru,Household,6,499,399.2,20,29.0,10,15,798.4,Wallet,Gold,Yes,No,,Rider D
10470,C1154,Blinkit,Bengaluru,Snacks,3,987,838.95,15,0.0,20,25,3355.8,COD,None,No,Yes,,Rider A
10471,C1064,Blinkit,Hyderabad,Snacks,8,208,166.4,20,49.0,10,24,832.0,COD,Gold,No,No,5.0,Rider A
10472,C1107,Zepto,Bengaluru,Fruits,5,594,564.3,5,19.0,25,26,4514.4,Wallet,Silver,Yes,No,4.0,Rider A
10473,C1021,BigBasket Now,Pune,fruit,8,1076,1076.0,0,,25,38,3228.0,Card,None,No,Yes,5.0,Rider D
10474,C1059,BigBasket Now,Pune,Dairy,2,609,548.1,10,49.0,10,12,1644.3,Card,Gold,Yes,Yes,3.0,Rider B
10475,C1214,Zepto,Chennai,Fruits,8,681,646.95,5,39.0,10,6,2587.8,Wallet,Silver,Yes,Yes,5.0,Rider E
10476,C1021,Instamart,Hyderabad,Household,4,989,692.3,30,29.0,25,25,1384.6,Card,Silver,Yes,Yes,,Rider C
10477,C1287,Zepto,Pune,Personal Care,1,1105,773.5,30,59.0,30,43,3867.5,UPI,Silver,No,Yes,2.0,Rider C
10478,C1221,Zepto,Hyderabad,Beverages,6,912,684.0,25,49.0,25,22,4788.0,Card,Silver,No,No,3.0,Rider E
10479,C1058,BigBasket Now,Delhi,Snacks,3,225,191.25,15,49.0,10,15,382.5,COD,Gold,Yes,Yes,2.0,Rider A
10480,C1165,Blinkit,Bengaluru,Household,4,625,437.5,30,39.0,25,41,2187.5,Wallet,Silver,No,Yes,2.0,Rider B
10481,C1235,Zepto,Chennai,Snacks,4,788,788.0,0,0.0,20,33,6304.0,Wallet,None,Yes,Yes,,Rider E
10482,C1257,Blinkit,Hyderabad,Vegetables,8,56,47.6,15,29.0,25,27,190.4,COD,Gold,No,Yes,,Rider E
10483,C1009,Blinkit,Mumbai,Snacks,3,717,537.75,25,59.0,10,15,3226.5,UPI,Silver,Yes,No,5.0,Rider B
10484,C1076,Instamart,Mumbai,Beverages,5,390,273.0,30,39.0,20,32,819.0,COD,Silver,No,Yes,5.0,Rider B
10485,C1170,Zepto,Delhi,Household,5,433,368.05,15,39.0,15,16,2944.4,Wallet,Gold,No,Yes,4.0,Rider C
10486,C1105,BigBasket Now,Mumbai,Household,3,401,320.8,20,19.0,20,36,1924.8,Wallet,None,Yes,Yes,2.0,Rider C
10487,C1221,Zepto,Chennai,Dairy,2,1152,1036.8,10,19.0,10,26,2073.6,COD,None,No,No,5.0,Rider B
10488,C1027,Blinkit,Hyderabad,Fruits,1,636,445.2,30,19.0,20,26,2226.0,UPI,,No,Yes,2.0,Rider D
10489,C1023,Instamart,Mumbai,Household,2,1154,807.8,30,39.0,20,29,4846.8,COD,None,Yes,Yes,5.0,Rider C
10490,C1044,Zepto,Chennai,Fruits,7,617,555.3,10,29.0,20,34,1665.9,Wallet,Silver,No,Yes,,Rider B
10491,C1295,Blinkit,Hyderabad,Vegetables,1,1097,877.6,20,19.0,20,20,5265.6,Wallet,Gold,No,No,2.0,Rider A
10492,C1162,blinkit,Chennai,Beverages,1,802,561.4,30,19.0,10,5,1684.2,COD,Silver,Yes,Yes,4.0,Rider B
10493,C1089,Zepto,Delhi,Vegetables,8,1151,863.25,25,39.0,20,25,2589.75,Card,Silver,No,Yes,5.0,Rider C
10494,C1044,Instamart,Hyderabad,Snacks,2,1170,1111.5,5,49.0,25,31,2223.0,COD,None,Yes,Yes,,Rider C
10495,C1051,Zepto,Pune,Household,7,874,874.0,0,29.0,30,28,5244.0,UPI,Gold,No,Yes,3.0,Rider C
10496,C1235,Blinkit,Mumbai,Dairy,6,743,557.25,25,59.0,15,24,1114.5,COD,Gold,No,No,,Rider C
10497,C1230,blinkit,,Fruits,5,1174,939.2,20,59.0,30,36,1878.4,Card,None,No,Yes,1.0,Rider E
10498,C1210,Blinkit,,Vegetables,2,619,495.2,20,59.0,30,30,1485.6,Wallet,None,Yes,Yes,1.0,Rider B
10499,C1193,Zepto,Bengaluru,Household,7,61,45.75,25,39.0,15,14,228.75,UPI,Gold,No,No,5.0,Rider D
10500,C1230,Zepto,Hyderabad,Beverages,6,111,99.9,10,59.0,25,24,99.9,Wallet,None,Yes,Yes,3.0,Rider D
10501,C1252,Blinkit,Chennai,Snacks,2,854,768.6,10,0.0,30,25,5380.2,COD,,No,No,,Rider A
10502,C1296,Instamart,Hyderabad,Beverages,6,950,760.0,20,39.0,30,39,3040.0,Wallet,Gold,No,Yes,5.0,Rider C
10503,C1106,Zepto,Bengaluru,Vegetables,4,298,238.4,20,29.0,25,41,238.4,Wallet,Silver,No,Yes,1.0,Rider E
10504,C1153,Zepto,Delhi,Snacks,8,897,807.3,10,29.0,30,37,5651.1,UPI,Gold,No,No,2.0,Rider E
10505,C1118,Instamart,Mumbai,Personal Care,2,96,67.2,30,29.0,25,25,67.2,COD,Silver,No,Yes,3.0,Rider C
10506,C1090,Blinkit,Hyderabad,Household,2,714,499.8,30,39.0,20,19,2998.8,Card,None,Yes,Yes,3.0,Rider B
10507,C1129,Blinkit,Chennai,Beverages,5,877,701.6,20,59.0,20,25,4209.6,UPI,None,No,No,1.0,Rider C
10508,C1008,Instamart,Chennai,Beverages,1,892,892.0,0,19.0,20,23,7136.0,UPI,None,No,Yes,5.0,Rider C
10509,C1234,BigBasket Now, Chennai ,Vegetables,5,753,753.0,0,49.0,15,12,4518.0,Wallet,,No,No,5.0,Rider E
10510,C1274,Blinkit,Bengaluru,Household,8,447,447.0,0,29.0,10,22,1341.0,Wallet,Silver,No,No,2.0,Rider A
10511,C1065,Instamart,,Household,3,229,160.3,30,59.0,30,29,160.3,UPI,None,No,No,1.0,Rider A
10512,C1054,BigBasket Now,Bengaluru,Fruits,4,923,830.7,10,0.0,15,17,3322.8,Card,Gold,No,Yes,3.0,Rider D
10513,C1241,Zepto,Mumbai,Snacks,8,686,583.1,15,19.0,15,22,1166.2,UPI,Silver,No,Yes,1.0,Rider B
10514,C1211,BigBasket Now,Delhi,Snacks,3,798,558.6,30,49.0,15,12,3910.2,Wallet,Gold,No,No,5.0,Rider A
10515,C1114,Zepto,Bengaluru,Snacks,7,1180,1121.0,5,49.0,20,26,8968.0,Wallet,None,Yes,Yes,2.0,Rider C
10516,C1060,BigBasket Now,Bengaluru,Personal Care,8,718,718.0,0,59.0,10,14,5744.0,UPI,Silver,Yes,Yes,5.0,Rider D
10517,C1064,Zepto,Mumbai,Snacks,6,424,424.0,0,19.0,30,45,2544.0,Card,None,No,Yes,1.0,Rider B
10518,C1018,Instamart,Chennai,Beverages,2,696,522.0,25,0.0,30,26,3654.0,Wallet,None,No,No,1.0,Rider E
10519,C1080,BigBasket Now,Mumbai,Beverages,5,964,915.8,5,49.0,30,26,7326.4,UPI,Silver,No,No,1.0,Rider A
10520,C1213,Blinkit,Pune,Snacks,2,188,159.8,15,0.0,10,21,799.0,UPI,Silver,Yes,Yes,4.0,Rider B
10521,C1000,BigBasket Now,Pune,Household,3,286,214.5,25,49.0,20,34,214.5,UPI,Gold,Yes,Yes,2.0,Rider C
10522,C1222,Zepto,Hyderabad,Household,8,739,628.15,15,19.0,10,16,3140.75,UPI,Gold,No,No,2.0,Rider D
10523,C1198,Zepto, Chennai ,Beverages,7,515,463.5,10,0.0,10,15,927.0,UPI,Gold,No,Yes,4.0,Rider A
10524,C1105,Blinkit,Pune,Vegetables,4,219,164.25,25,49.0,30,26,1149.75,Wallet,Gold,No,No,2.0,Rider C
10525,C1260,BigBasket Now,Chennai,Household,5,976,927.2,5,,25,28,3708.8,Wallet,Silver,No,Yes,,Rider E
10526,C1067,Blinkit,Bengaluru,Snacks,3,299,299.0,0,0.0,10,12,1495.0,COD,Silver,Yes,No,1.0,Rider C
10527,C1212,Instamart,Mumbai,Dairy,6,539,377.3,30,19.0,20,19,377.3,COD,None,No,Yes,,Rider B
10528,C1105,BigBasket Now,Bengaluru,Fruits,8,204,173.4,15,49.0,25,41,346.8,UPI,Silver,Yes,Yes,,Rider E
10529,C1008,Zepto,Hyderabad,Household,5,814,651.2,20,0.0,10,26,1302.4,Card,Silver,No,Yes,2.0,Rider E
10530,C1207,Blinkit,Pune,Snacks,4,821,738.9,10,29.0,15,18,5172.3,Wallet,Gold,No,Yes,2.0,Rider B
10531,C1107,BigBasket Now,Hyderabad,Vegetables,4,609,578.55,5,19.0,15,26,1735.65,Card,Silver,Yes,No,3.0,Rider C
10532,C1271,Blinkit,Chennai,Personal Care,2,219,208.05,5,49.0,10,23,416.1,UPI,Silver,Yes,No,5.0,Rider C
10533,C1216,Zepto,Pune,Beverages,1,806,604.5,25,29.0,25,38,2418.0,Card,Gold,No,No,2.0,Rider D
10534,C1218,BigBasket Now,Pune,Dairy,5,1001,950.95,5,39.0,10,20,4754.75,Wallet,None,Yes,No,4.0,Rider C
10535,C1272,Instamart,Mumbai,Fruits,8,1065,1065.0,0,39.0,25,25,2130.0,UPI,Gold,No,No,3.0,Rider D
10536,C1198,Zepto,Delhi,Fruits,2,1064,957.6,10,29.0,30,35,4788.0,Card,Silver,No,No,,Rider D
10537,C1067,Zepto,Mumbai,Vegetables,7,1050,840.0,20,29.0,10,9,5880.0,Card,None,No,Yes,,Rider E
10538,C1073,Blinkit,Pune,Dairy,6,522,469.8,10,39.0,10,28,3758.4,COD,Silver,No,Yes,3.0,Rider E
10539,C1091,BigBasket Now,Pune,Beverages,2,516,490.2,5,19.0,25,28,3921.6,UPI,Silver,No,Yes,1.0,Rider A
10540,C1040,BigBasket Now,Mumbai,Dairy,3,771,655.35,15,39.0,15,25,1966.05,UPI,Gold,Yes,No,5.0,Rider B
10541,C1003,Blinkit,Delhi,Dairy,4,499,424.15,15,49.0,20,29,2120.75,UPI,Silver,Yes,No,,Rider B
10542,C1262,BigBasket Now,Bengaluru,Snacks,1,531,398.25,25,19.0,15,29,1593.0,COD,Silver,No,Yes,3.0,Rider D
10543,C1230,Zepto,Mumbai,Household,2,181,171.95,5,19.0,25,28,687.8,Card,Silver,Yes,Yes,3.0,Rider D
10544,C1095,,Mumbai,Snacks,1,703,562.4,20,49.0,25,25,4499.2,UPI,Gold,Yes,No,2.0,Rider B
10545,C1165,Blinkit,Pune,Fruits,7,254,241.3,5,49.0,15,11,1447.8,UPI,None,Yes,Yes,,Rider E
10546,C1228,Instamart,Chennai,Household,6,240,204.0,15,59.0,30,48,408.0,UPI,Silver,Yes,No,1.0,Rider B
10547,C1170,Instamart,Chennai,Personal Care,8,579,463.2,20,19.0,30,26,3705.6,UPI,Gold,Yes,Yes,1.0,Rider E
10548,C1039,Zepto,Mumbai,Beverages,5,314,251.2,20,19.0,10,5,502.4,UPI,Silver,Yes,Yes,2.0,Rider E
10549,C1264,Blinkit,Chennai,Fruits,4,440,352.0,20,19.0,25,36,352.0,UPI,None,Yes,No,3.0,Rider D
10550,C1016,Zepto,,Beverages,8,1159,985.15,15,0.0,20,30,5910.9,Wallet,Silver,No,No,2.0,Rider A
10551,C1076,Blinkit,Hyderabad,Dairy,6,698,558.4,20,49.0,25,20,4467.2,Wallet,None,Yes,No,1.0,Rider C
10552,C1114,BigBasket Now, Chennai ,Vegetables,6,307,245.6,20,29.0,10,22,1228.0,Card,Silver,No,Yes,3.0,Rider A
10553,C1226,Instamart,Pune,Dairy,3,90,90.0,0,39.0,20,25,540.0,Card,Gold,No,Yes,1.0,Rider B
10554,C1293,BigBasket Now,Delhi,Beverages,7,1097,987.3,10,39.0,10,14,987.3,COD,Silver,Yes,No,,Rider D
10555,C1101,Blinkit,Hyderabad,Fruits,8,845,845.0,0,29.0,20,26,3380.0,Card,Gold,No,Yes,3.0,Rider D
10556,C1022,Blinkit,Delhi,Snacks,1,248,186.0,25,49.0,30,41,558.0,UPI,Silver,Yes,Yes,5.0,Rider B
10557,C1237,BigBasket Now,Mumbai,Personal Care,3,434,325.5,25,19.0,10,13,1953.0,UPI,Gold,Yes,No,1.0,Rider E
10558,C1237,,Pune,Household,4,711,675.45,5,19.0,20,19,1350.9,UPI,None,No,No,4.0,Rider A
10559,C1073,BigBasket Now,Hyderabad,Dairy,5,697,522.75,25,59.0,15,27,2613.75,Card,Silver,No,No,3.0,Rider E
10560,C1247,Instamart,Pune,Snacks,2,507,481.65,5,29.0,15,19,3853.2,UPI,Silver,No,Yes,1.0,Rider A
10561,C1219,BigBasket Now,Pune,Vegetables,3,1035,983.25,5,0.0,20,16,7866.0,Card,None,No,No,1.0,Rider E
10562,C1065,BigBasket Now,Hyderabad,Personal Care,1,1086,760.2,30,59.0,25,35,4561.2,Wallet,Gold,No,Yes,,Rider C
10563,C1224,Blinkit,Pune,Vegetables,5,364,309.4,15,29.0,15,19,1237.6,COD,Gold,No,No,3.0,Rider E
10564,C1136,BigBasket Now,Delhi,Beverages,8,197,137.9,30,0.0,30,46,137.9,COD,Gold,Yes,Yes,4.0,Rider C
10565,C1011,Instamart,Mumbai,Beverages,4,496,347.2,30,0.0,10,15,694.4,COD,Silver,Yes,Yes,4.0,Rider B
10566,C1125,Blinkit,Pune,Personal Care,4,785,706.5,10,39.0,10,28,4945.5,COD,None,No,No,5.0,Rider C
10567,C1297,Blinkit,Delhi,Fruits,4,472,472.0,0,59.0,30,45,2832.0,Wallet,Gold,Yes,Yes,1.0,Rider C
10568,C1066,Instamart,Bengaluru,Dairy,4,1189,951.2,20,49.0,30,30,7609.6,Card,Silver,Yes,No,4.0,Rider B
10569,C1026,Blinkit,Delhi,Dairy,2,635,539.75,15,49.0,30,26,1619.25,COD,Silver,No,Yes,5.0,Rider B
10570,C1141,BigBasket Now,Bengaluru,Vegetables,3,940,752.0,20,49.0,25,37,1504.0,Wallet,Silver,Yes,Yes,4.0,Rider B
10571,C1133,BigBasket Now,Chennai,Household,8,132,99.0,25,39.0,30,29,693.0,COD,Silver,No,Yes,5.0,Rider B
10572,C1099,Instamart,Chennai,Dairy,6,311,217.7,30,19.0,30,36,1088.5,Wallet,Gold,No,Yes,3.0,Rider D
10573,C1114,BigBasket Now,Hyderabad,Beverages,6,883,662.25,25,,20,24,4635.75,Wallet,Gold,No,Yes,4.0,Rider B
10574,C1174,Zepto,Bengaluru,Household,4,755,717.25,5,19.0,30,30,5738.0,Card,None,No,Yes,1.0,Rider D
10575,C1278,BigBasket Now,Pune,Fruits,6,917,641.9,30,39.0,30,46,3851.4,UPI,None,Yes,Yes,4.0,Rider A
10576,C1129,Blinkit,Bengaluru,Household,3,804,723.6,10,0.0,20,31,2894.4,COD,Silver,Yes,No,1.0,Rider B
10577,C1137,Instamart,Delhi,Vegetables,7,433,389.7,10,49.0,20,34,1169.1,Wallet,Silver,Yes,Yes,3.0,Rider D
10578,C1141,Blinkit,Chennai,Vegetables,3,642,449.4,30,49.0,30,45,2696.4,UPI,Gold,Yes,No,5.0,Rider B
10579,C1099,Blinkit,Bengaluru,Vegetables,3,811,770.45,5,0.0,30,34,1540.9,Wallet,Silver,Yes,No,3.0,Rider D
10580,C1258,Blinkit,Delhi,Personal Care,6,1180,1180.0,0,0.0,25,42,5900.0,Card,None,No,Yes,5.0,Rider B
10581,C1083,Blinkit,Delhi,Fruits,3,1146,1146.0,0,19.0,15,33,2292.0,Wallet,None,Yes,Yes,4.0,Rider D
10582,C1110,Blinkit,Delhi,Household,2,126,119.7,5,49.0,25,22,957.6,Card,Gold,No,Yes,4.0,Rider D
10583,C1151,BigBasket Now,Pune,Fruits,7,209,156.75,25,29.0,25,38,627.0,COD,Silver,Yes,Yes,2.0,Rider C
10584,C1248,BigBasket Now,Delhi,Dairy,7,1127,788.9,30,59.0,10,26,3155.6,UPI,Gold,Yes,No,5.0,Rider A
10585,C1018,Zepto,Chennai,Vegetables,6,1125,787.5,30,59.0,15,12,5512.5,UPI,None,No,Yes,5.0,Rider D
10586,C1057,BigBasket Now,Pune,Household,2,986,936.7,5,49.0,25,25,7493.6,COD,Silver,Yes,Yes,5.0,Rider E
10587,C1245,Zepto,Delhi,Vegetables,4,415,373.5,10,29.0,25,26,1494.0,Wallet,Silver,No,No,4.0,Rider A
10588,C1222,BigBasket Now,Mumbai,Household,8,899,764.15,15,0.0,15,25,3056.6,COD,Silver,No,Yes,2.0,Rider A
10589,C1046,Zepto,Chennai,Personal Care,5,228,216.6,5,49.0,20,19,1299.6,Card,None,No,Yes,4.0,Rider E
10590,C1057,Blinkit,Pune,Beverages,2,517,361.9,30,49.0,30,28,2895.2,COD,None,Yes,Yes,4.0,Rider B
10591,C1271,BigBasket Now,Chennai,Dairy,8,214,160.5,25,49.0,15,12,160.5,COD,Gold,No,No,4.0,Rider A
10592,C1244,Zepto,Chennai,Dairy,6,1126,844.5,25,49.0,15,15,844.5,Card,Gold,Yes,Yes,,Rider A
10593,C1063,Zepto,Mumbai,Dairy,2,370,351.5,5,49.0,20,15,2812.0,Card,Silver,No,Yes,4.0,Rider E
10594,C1120,Zepto,Bengaluru,Vegetables,6,188,178.6,5,0.0,25,22,714.4,Card,Silver,Yes,No,1.0,Rider C
10595,C1259,Instamart,Pune,Vegetables,7,781,781.0,0,49.0,20,24,3905.0,Card,Gold,No,Yes,2.0,Rider E
10596,C1003,BigBasket Now,Hyderabad,Snacks,2,586,439.5,25,49.0,10,15,1318.5,COD,None,No,No,2.0,Rider B
10597,C1001,Instamart,Mumbai,Beverages,1,514,436.9,15,59.0,30,36,873.8,Wallet,Silver,No,No,1.0,Rider B
10598,C1056,BigBasket Now,Chennai,Fruits,5,1059,1006.05,5,19.0,20,23,1006.05,Card,Silver,No,No,5.0,Rider B
10599,C1255,Zepto,Mumbai,Snacks,3,1117,837.75,25,29.0,25,39,4188.75,UPI,None,Yes,Yes,,Rider C
10600,C1031,Blinkit,Mumbai,Dairy,8,934,887.3,5,19.0,20,29,887.3,COD,None,No,Yes,3.0,Rider E
10601,C1278,Instamart,Pune,Fruits,2,930,837.0,10,0.0,30,39,837.0,COD,Silver,Yes,Yes,2.0,Rider E
10602,C1038,Blinkit,Chennai,Beverages,4,432,302.4,30,59.0,20,31,1814.4,Card,,No,No,5.0,Rider B
10603,C1040,Blinkit,Hyderabad,Fruits,2,315,315.0,0,39.0,15,25,945.0,COD,None,Yes,No,,Rider C
10604,C1274,BigBasket Now,Hyderabad,Beverages,5,1150,920.0,20,29.0,10,24,4600.0,Wallet,Silver,Yes,Yes,,Rider E
10605,C1188,Instamart,Pune,Household,2,1076,753.2,30,0.0,10,14,6025.6,COD,None,No,No,4.0,Rider B
10606,C1227,Instamart,Mumbai,Dairy,3,1141,798.7,30,59.0,30,46,1597.4,UPI,Gold,Yes,No,1.0,Rider E
10607,C1034,Zepto,Bengaluru,Beverages,1,695,625.5,10,49.0,20,30,3127.5,Wallet,None,Yes,Yes,5.0,Rider C
10608,C1052,Blinkit,Hyderabad,Household,8,226,214.7,5,19.0,10,27,1073.5,UPI,Silver,Yes,No,1.0,Rider A
10609,C1023,Blinkit,Delhi,Personal Care,3,786,746.7,5,59.0,15,32,3733.5,Wallet,Gold,No,No,2.0,Rider D
10610,C1263,Zepto,Hyderabad,Beverages,8,392,392.0,0,59.0,20,34,1960.0,COD,Gold,Yes,No,1.0,Rider D
10611,C1270,Blinkit,Delhi,Beverages,8,1106,829.5,25,0.0,15,16,829.5,UPI,None,No,Yes,,Rider C
10612,C1110,BigBasket Now,Mumbai,Snacks,4,880,792.0,10,59.0,20,26,3960.0,COD,None,No,Yes,,Rider C
10613,C1073,BigBasket Now,Hyderabad,Snacks,8,808,646.4,20,,10,15,3878.4,Wallet,None,No,No,5.0,Rider C
